employee_id,department,location,job_level,employment_type,hiring_source,education,age,hire_date,exit_date,employment_status,exit_reason,time_to_hire_days,monthly_salary,commute_km,monthly_overtime_hours,engagement_score,performance_rating
EMP-0172,Marketing,Jakarta,Staff,Permanent,LinkedIn,D3,28,2025-01-03,,Active,,23,11200000,11.4,9.6,2.9,Needs Improvement
EMP-0173,IT & Data,Jakarta,Staff,Permanent,LinkedIn,S1,25,2025-02-21,,Active,,29,12200000,8.0,9.7,4.0,Needs Improvement
EMP-0174,Human Resources,Bandung,Senior Staff,Permanent,Referral,S1,29,2024-05-18,,Active,,11,9400000,6.7,14.3,2.4000000000000004,Meets Expectations
EMP-0175,Operations,Bandung,Senior Staff,Permanent,Internal Mobility,D3,29,2025-11-17,,Active,,8,7500000,13.2,10.1,2.8000000000000003,Meets Expectations
EMP-0176,Marketing,Jakarta,Senior Staff,Permanent,LinkedIn,SMA/SMK,30,2024-12-06,,Active,,22,8700000,4.9,17.7,3.5,Meets Expectations
EMP-0177,Operations,Bogor,Senior Staff,Permanent,Referral,S2,28,2025-09-16,,Active,,10,6500000,4.5,12.8,4.0,Meets Expectations
EMP-0178,Marketing,Jakarta,Senior Staff,Permanent,Campus Hiring,S2,31,2025-02-21,,Active,,24,9800000,8.1,14.8,3.5,Meets Expectations
EMP-0179,Finance,Jakarta,Staff,Permanent,Referral,S1,26,2024-12-31,,Active,,19,10200000,23.7,11.4,3.4000000000000004,Meets Expectations
EMP-0180,Human Resources,Bogor,Senior Staff,Permanent,Job Portal,SMA/SMK,36,2024-07-15,,Active,,29,11500000,25.7,0,4.9,Meets Expectations
EMP-0181,Customer Service,Bandung,Staff,Contract,Job Portal,S1,27,2024-11-30,2025-05-16,Exited,Compensation,29,6600000,5.7,21.2,3.9,Meets Expectations
EMP-0182,Operations,Jakarta,Staff,Permanent,Agency,S1,28,2024-04-26,,Active,,22,7100000,12.3,11.9,3.9,Meets Expectations
EMP-0183,Customer Service,Jakarta,Senior Staff,Permanent,Referral,S1,23,2025-04-08,,Active,,5,9500000,24.4,22.4,1.8,Meets Expectations
EMP-0184,Customer Service,Surabaya,Manager,Permanent,Internal Mobility,S1,27,2025-08-04,,Active,,16,11500000,4.0,17.5,3.7,Meets Expectations
EMP-0185,Operations,Bandung,Senior Staff,Permanent,Job Portal,S1,26,2024-10-11,,Active,,28,6900000,8.0,7.1,3.9,Needs Improvement
EMP-0186,Sales,Jakarta,Staff,Permanent,Job Portal,S1,31,2024-10-08,,Active,,20,9800000,11.7,14.7,3.0,Meets Expectations
EMP-0187,Marketing,Jakarta,Supervisor,Contract,Internal Mobility,S1,28,2025-12-07,,Active,,17,15100000,12.9,11.6,4.8,Exceeds Expectations
EMP-0188,IT & Data,Jakarta,Manager,Contract,Job Portal,S1,34,2024-11-19,,Active,,21,16000000,16.8,15.3,4.2,Exceeds Expectations
EMP-0189,Customer Service,Surabaya,Staff,Contract,Job Portal,S1,31,2024-01-05,,Active,,21,7800000,13.4,15.8,4.1,Meets Expectations
EMP-0190,Marketing,Jakarta,Staff,Permanent,Internal Mobility,S1,20,2025-10-05,,Active,,5,9700000,15.9,17.2,3.7,Meets Expectations
EMP-0191,IT & Data,Bogor,Senior Staff,Permanent,Job Portal,SMA/SMK,39,2024-04-29,2025-05-16,Exited,Better Opportunity,34,17500000,15.4,22.7,4.1,Meets Expectations
EMP-0192,Finance,Jakarta,Supervisor,Permanent,Job Portal,S1,26,2025-07-20,,Active,,21,9900000,28.6,17.4,2.0,Exceeds Expectations
EMP-0193,Human Resources,Surabaya,Manager,Permanent,LinkedIn,S1,35,2024-12-22,,Active,,24,15500000,10.7,10.1,3.8,Meets Expectations
EMP-0194,Finance,Jakarta,Supervisor,Permanent,Referral,S2,20,2024-04-10,,Active,,14,9700000,11.2,14.0,4.8,Meets Expectations
EMP-0195,IT & Data,Jakarta,Senior Staff,Contract,Job Portal,D3,28,2025-02-04,,Active,,33,12300000,3.1,15.0,3.9,Meets Expectations
EMP-0196,Marketing,Jakarta,Staff,Permanent,Job Portal,S2,27,2024-05-27,,Active,,18,10800000,33.6,22.4,2.4,Meets Expectations
EMP-0197,Finance,Jakarta,Staff,Permanent,Referral,S1,41,2025-11-27,,Active,,21,11800000,6.2,7.8,3.3000000000000003,Needs Improvement
EMP-0198,Sales,Jakarta,Staff,Permanent,Agency,S1,28,2024-08-21,,Active,,25,6400000,4.8,15.6,3.4,Meets Expectations
EMP-0199,Marketing,Jakarta,Supervisor,Permanent,Campus Hiring,S1,34,2025-06-05,,Active,,31,14900000,15.3,15.2,3.9,Meets Expectations
EMP-0200,Sales,Surabaya,Staff,Permanent,Campus Hiring,S1,30,2024-06-14,2025-07-07,Exited,Personal Reason,26,9100000,10.2,13.8,4.0,Exceeds Expectations
EMP-0201,Customer Service,Bandung,Manager,Contract,LinkedIn,S1,30,2024-08-14,,Active,,23,9500000,16.7,7.1,4.4,Needs Improvement
EMP-0202,Sales,Jakarta,Staff,Contract,Job Portal,S1,27,2024-10-04,,Active,,29,9900000,9.8,23.6,3.5,Meets Expectations
EMP-0203,Customer Service,Bogor,Staff,Permanent,Job Portal,S1,35,2024-02-16,,Active,,37,7900000,10.2,8.7,2.9,Meets Expectations
EMP-0204,Operations,Surabaya,Manager,Permanent,LinkedIn,D3,28,2024-04-20,,Active,,30,16400000,11.7,23.0,3.1,Meets Expectations
EMP-0205,Human Resources,Bogor,Staff,Contract,Agency,S1,26,2025-10-24,,Active,,19,7800000,14.1,20.6,3.6,Exceeds Expectations
EMP-0206,Finance,Jakarta,Manager,Permanent,Agency,S1,25,2025-05-21,,Active,,13,20600000,15.0,9.6,3.0,Meets Expectations
EMP-0207,Finance,Jakarta,Staff,Permanent,Agency,SMA/SMK,28,2025-01-08,,Active,,22,7300000,10.8,0,4.2,Needs Improvement
EMP-0208,IT & Data,Bogor,Staff,Contract,Job Portal,S1,31,2024-04-10,,Active,,33,17300000,7.5,15.8,4.0,Meets Expectations
EMP-0209,Marketing,Jakarta,Staff,Permanent,Job Portal,S2,24,2025-03-29,2025-11-14,Exited,Compensation,19,12800000,18.8,16.4,3.1,Meets Expectations
EMP-0210,Sales,Jakarta,Senior Staff,Permanent,Job Portal,SMA/SMK,36,2024-01-06,,Active,,21,10800000,22.8,29.7,3.6,Needs Improvement
EMP-0211,IT & Data,Bandung,Staff,Permanent,Agency,S2,32,2025-06-12,,Active,,17,14600000,6.8,6.5,3.4,Meets Expectations
EMP-0212,Human Resources,Jakarta,Staff,Contract,Campus Hiring,D3,28,2024-08-01,,Active,,28,10100000,9.7,11.3,4.1,Needs Improvement
EMP-0213,Human Resources,Jakarta,Staff,Permanent,Internal Mobility,S1,34,2025-02-08,,Active,,7,9000000,16.9,18.2,3.1,Exceeds Expectations
EMP-0214,Sales,Jakarta,Staff,Permanent,Campus Hiring,S1,33,2024-01-12,,Active,,22,6300000,8.2,15.6,3.1,Meets Expectations
EMP-0215,Customer Service,Jakarta,Staff,Permanent,Internal Mobility,S1,33,2024-03-30,,Active,,13,7800000,24.9,19.4,2.7,Meets Expectations
EMP-0216,Marketing,Jakarta,Staff,Permanent,Job Portal,S1,22,2024-11-27,,Active,,18,8000000,8.4,19.2,2.5,Exceeds Expectations
EMP-0217,Operations,Bogor,Senior Staff,Contract,Referral,D3,28,2024-04-20,,Active,,28,8000000,10.5,18.7,3.4000000000000004,Exceeds Expectations
EMP-0218,Human Resources,Jakarta,Senior Staff,Permanent,Campus Hiring,SMA/SMK,27,2025-04-17,,Active,,36,7800000,21.6,26.2,3.8000000000000003,Meets Expectations
EMP-0219,Human Resources,Bogor,Senior Staff,Contract,Job Portal,S1,27,2025-12-05,,Active,,33,14400000,7.4,16.5,3.1,Meets Expectations
EMP-0220,Sales,Jakarta,Staff,Permanent,Job Portal,D3,22,2024-03-04,,Active,,24,8500000,16.3,16.7,3.2,Exceeds Expectations
EMP-0221,Sales,Jakarta,Staff,Permanent,Agency,S1,25,2025-04-07,,Active,,25,10800000,15.7,25.3,2.7,Meets Expectations
EMP-0222,Sales,Bandung,Staff,Permanent,Referral,S1,30,2024-03-27,,Active,,13,10100000,17.9,2.7,3.6,Meets Expectations
EMP-0223,Sales,Jakarta,Staff,Permanent,Agency,S1,28,2024-06-29,,Active,,24,7200000,9.0,29.4,3.5,Exceeds Expectations
EMP-0224,Customer Service,Bandung,Staff,Permanent,Agency,SMA/SMK,25,2025-03-10,2025-12-29,Exited,Workload,5,7700000,12.4,25.3,3.0,Meets Expectations
EMP-0225,Finance,Jakarta,Staff,Permanent,LinkedIn,D3,27,2025-12-06,,Active,,23,7600000,10.4,13.9,5,Needs Improvement
EMP-0226,Sales,Jakarta,Manager,Contract,Internal Mobility,S1,22,2025-10-12,2025-12-26,Exited,Personal Reason,14,11400000,18.6,19.7,2.8000000000000003,Exceeds Expectations
EMP-0227,Marketing,Jakarta,Staff,Permanent,Referral,S2,33,2025-11-22,,Active,,9,12900000,20.6,0,5,Needs Improvement
EMP-0228,Customer Service,Surabaya,Staff,Permanent,Job Portal,S1,37,2024-02-25,,Active,,30,6300000,25.8,14.8,3.8,Exceeds Expectations
EMP-0229,Customer Service,Bogor,Senior Staff,Contract,LinkedIn,S1,36,2024-03-14,,Active,,26,8300000,5.0,15.6,4.3,Exceeds Expectations
EMP-0230,Sales,Jakarta,Staff,Permanent,Agency,S1,27,2025-10-05,,Active,,19,6000000,14.4,18.2,3.4,Meets Expectations
EMP-0231,Operations,Jakarta,Manager,Permanent,Job Portal,S1,31,2025-11-04,,Active,,27,18600000,15.8,23.1,4.6,Meets Expectations
EMP-0232,Operations,Jakarta,Staff,Permanent,Job Portal,S2,28,2025-04-03,2025-10-08,Exited,Better Opportunity,20,6200000,24.4,15.0,2.1,Exceeds Expectations
EMP-0233,Customer Service,Surabaya,Supervisor,Permanent,Agency,S1,33,2025-11-12,,Active,,24,8200000,15.9,22.5,2.2,Meets Expectations
EMP-0234,IT & Data,Surabaya,Staff,Contract,Referral,D3,26,2025-06-24,,Active,,14,8500000,14.6,26.1,3.4000000000000004,Meets Expectations
EMP-0235,Marketing,Bogor,Staff,Permanent,Campus Hiring,S1,20,2025-09-21,,Active,,27,8700000,12.2,19.4,3.2,Meets Expectations
EMP-0236,Sales,Jakarta,Supervisor,Permanent,LinkedIn,S1,29,2025-09-12,,Active,,27,9500000,23.4,6.5,3.1,Exceeds Expectations
EMP-0237,Customer Service,Jakarta,Senior Staff,Permanent,Referral,S1,21,2024-01-12,,Active,,26,6200000,20.7,19.5,4.0,Meets Expectations
EMP-0238,Marketing,Jakarta,Supervisor,Permanent,Internal Mobility,S1,36,2025-05-24,,Active,,7,15400000,17.6,6.9,5,Exceeds Expectations
EMP-0239,Sales,Jakarta,Supervisor,Permanent,Job Portal,D3,24,2024-04-07,,Active,,27,10000000,20.7,8.9,3.5,Meets Expectations
EMP-0240,Customer Service,Bandung,Senior Staff,Permanent,Job Portal,S1,38,2025-04-07,,Active,,29,8800000,1.8,18.8,3.2,Meets Expectations
EMP-0241,Marketing,Jakarta,Staff,Permanent,Referral,SMA/SMK,39,2025-01-01,,Active,,13,7100000,17.2,7.2,4.4,Exceeds Expectations
EMP-0242,Customer Service,Bogor,Staff,Contract,Agency,D3,20,2024-06-16,2024-09-12,Exited,Career Growth,21,6200000,9.8,7.0,4.8,Meets Expectations
EMP-0243,Customer Service,Bandung,Staff,Permanent,Job Portal,D3,28,2025-11-05,2025-12-22,Exited,Better Opportunity,33,7100000,3.3,19.5,3.6,Meets Expectations
EMP-0244,Sales,Surabaya,Staff,Permanent,Job Portal,S1,29,2025-02-11,,Active,,23,7400000,1,22.0,4.3,Meets Expectations
EMP-0245,Marketing,Jakarta,Senior Staff,Permanent,Internal Mobility,S1,25,2024-07-09,,Active,,13,13200000,17.0,8.7,3.0,Meets Expectations
EMP-0246,Customer Service,Jakarta,Staff,Permanent,Agency,S1,28,2025-05-06,,Active,,14,5100000,16.2,14.5,2.8,Exceeds Expectations
EMP-0247,Sales,Jakarta,Staff,Permanent,Campus Hiring,S2,26,2025-08-29,,Active,,40,6900000,17.4,30.3,3.2,Meets Expectations
EMP-0248,IT & Data,Jakarta,Staff,Contract,Internal Mobility,S2,25,2025-01-22,,Active,,12,10200000,18.9,10.1,3.5,Meets Expectations
EMP-0249,Marketing,Jakarta,Supervisor,Permanent,Job Portal,S1,30,2025-08-17,,Active,,28,15000000,7.9,23.2,3.1,Exceeds Expectations
EMP-0250,IT & Data,Jakarta,Staff,Permanent,Job Portal,S1,27,2025-07-08,,Active,,30,10700000,22.6,13.6,4.4,Meets Expectations
EMP-0251,Human Resources,Jakarta,Staff,Permanent,LinkedIn,S1,26,2024-09-13,2025-05-30,Exited,Contract End,15,8600000,20.1,10.4,3.7,Exceeds Expectations
EMP-0252,Customer Service,Jakarta,Staff,Permanent,Agency,S1,20,2024-09-12,2025-03-30,Exited,Career Growth,20,7800000,21.1,14.3,2.2,Meets Expectations
EMP-0253,Operations,Jakarta,Senior Staff,Permanent,Job Portal,S1,35,2025-05-02,,Active,,24,9000000,13.3,5.3,4.0,Meets Expectations
EMP-0254,Sales,Surabaya,Staff,Permanent,Internal Mobility,D3,33,2024-01-26,,Active,,11,6600000,14.1,5.6,3.0,Exceeds Expectations
EMP-0255,Finance,Bogor,Staff,Permanent,Job Portal,S1,30,2025-01-31,,Active,,24,8900000,10.7,17.7,2.8,Exceeds Expectations
EMP-0256,Marketing,Bogor,Staff,Contract,Referral,S1,39,2025-09-17,,Active,,17,10600000,9.4,13.8,4.0,Meets Expectations
EMP-0257,Human Resources,Bandung,Staff,Contract,Campus Hiring,S1,40,2024-05-05,,Active,,34,10400000,8.8,25.1,2.9,Exceeds Expectations
EMP-0258,Customer Service,Jakarta,Staff,Contract,Referral,S1,31,2025-05-25,,Active,,8,6200000,10.5,11.9,4.0,Meets Expectations
EMP-0259,Sales,Bandung,Senior Staff,Permanent,Internal Mobility,S1,28,2024-10-07,,Active,,7,10100000,14.8,21.5,3.1,Meets Expectations
EMP-0260,Human Resources,Jakarta,Staff,Permanent,Internal Mobility,S1,25,2024-06-16,2025-01-29,Exited,Personal Reason,7,11500000,17.8,14.3,5,Exceeds Expectations
EMP-0261,Human Resources,Jakarta,Senior Staff,Contract,Referral,SMA/SMK,22,2025-06-04,,Active,,17,7900000,19.8,10.5,3.4000000000000004,Meets Expectations
EMP-0262,Operations,Bogor,Staff,Contract,Internal Mobility,SMA/SMK,30,2025-11-11,,Active,,15,8000000,10.3,20.8,2.3000000000000003,Meets Expectations
EMP-0263,Marketing,Bandung,Manager,Contract,Agency,S1,37,2024-02-24,,Active,,11,14300000,5.6,0,3.7,Meets Expectations
EMP-0264,Operations,Surabaya,Senior Staff,Permanent,Job Portal,S1,25,2024-10-28,,Active,,26,7500000,3.9,6.6,3.1,Meets Expectations
EMP-0265,Sales,Jakarta,Staff,Permanent,Campus Hiring,S2,28,2025-05-13,,Active,,32,8400000,5.6,17.0,3.8,Meets Expectations
EMP-0266,Sales,Bogor,Senior Staff,Contract,Job Portal,S1,30,2024-01-16,2025-01-09,Exited,Contract End,28,7400000,4.1,12.8,3.5,Exceeds Expectations
EMP-0267,Human Resources,Bogor,Staff,Permanent,Agency,S1,27,2025-05-21,,Active,,18,8700000,4.8,19.2,3.6999999999999997,Meets Expectations
EMP-0268,Sales,Jakarta,Supervisor,Permanent,Campus Hiring,S1,21,2025-08-15,,Active,,34,15700000,19.0,16.1,3.3,Meets Expectations
EMP-0269,Marketing,Jakarta,Staff,Permanent,Job Portal,S1,36,2024-06-30,,Active,,24,13400000,17.7,20.4,3.0,Exceeds Expectations
EMP-0270,Marketing,Jakarta,Senior Staff,Permanent,Job Portal,S1,30,2025-05-16,,Active,,33,11200000,20.2,6.4,2.6,Meets Expectations
EMP-0271,Finance,Jakarta,Staff,Permanent,Agency,S1,27,2025-10-11,,Active,,14,6800000,19.9,12.0,3.7,Exceeds Expectations
EMP-0272,IT & Data,Bogor,Staff,Permanent,Agency,S1,30,2025-03-21,2025-07-04,Exited,Better Opportunity,16,8800000,1,7.8,4.1,Meets Expectations
EMP-0273,IT & Data,Jakarta,Staff,Permanent,Job Portal,S2,23,2024-07-26,2024-12-08,Exited,Contract End,26,9100000,6.0,11.5,2.9,Exceeds Expectations
EMP-0274,IT & Data,Surabaya,Staff,Permanent,Referral,S2,26,2025-08-23,,Active,,20,9900000,8.7,2.8,3.7,Meets Expectations
EMP-0275,Operations,Bandung,Supervisor,Permanent,Job Portal,S1,28,2025-12-12,,Active,,23,14300000,7.0,8.3,3.3,Meets Expectations
EMP-0276,Sales,Surabaya,Supervisor,Contract,Agency,S1,39,2025-05-26,,Active,,11,16100000,1,4.4,4.4,Meets Expectations
EMP-0277,Sales,Surabaya,Manager,Contract,Agency,S1,31,2025-06-03,,Active,,26,19800000,8.6,16.2,3.2,Exceeds Expectations
EMP-0278,Operations,Bandung,Manager,Permanent,Campus Hiring,S1,23,2024-06-18,2025-01-11,Exited,Workload,33,11500000,2.9,9.3,3.5,Meets Expectations
EMP-0279,Finance,Bandung,Staff,Permanent,Job Portal,S1,27,2024-06-10,,Active,,28,10200000,4.9,18.4,2.7,Meets Expectations
EMP-0280,IT & Data,Bogor,Staff,Permanent,LinkedIn,S1,28,2025-04-20,,Active,,15,9100000,6.9,12.0,3.6,Exceeds Expectations
EMP-0281,Sales,Jakarta,Supervisor,Permanent,Campus Hiring,S2,24,2025-10-31,2025-12-29,Exited,Career Growth,22,14800000,19.5,27.5,3.6999999999999997,Meets Expectations
EMP-0282,Operations,Jakarta,Senior Staff,Contract,LinkedIn,S1,26,2025-04-30,,Active,,18,6200000,40.9,2.8,3.2,Needs Improvement
EMP-0283,IT & Data,Bandung,Staff,Permanent,Agency,S2,24,2024-02-05,,Active,,24,10000000,12.2,18.3,2.4,Meets Expectations
EMP-0284,Finance,Jakarta,Staff,Permanent,Agency,S1,30,2024-05-22,2025-01-03,Exited,Better Opportunity,28,11600000,20.6,11.1,2.5,Meets Expectations
EMP-0285,Operations,Bandung,Senior Staff,Permanent,Job Portal,S1,24,2025-02-01,,Active,,23,10800000,4.3,18.4,4.3,Meets Expectations
EMP-0286,Customer Service,Bandung,Staff,Permanent,LinkedIn,S1,26,2025-03-03,,Active,,26,8500000,10.4,19.8,3.6,Meets Expectations
EMP-0287,IT & Data,Jakarta,Staff,Permanent,Job Portal,D3,25,2024-12-16,,Active,,21,15300000,8.5,6.3,4.6,Meets Expectations
EMP-0288,Customer Service,Jakarta,Senior Staff,Permanent,Campus Hiring,S2,28,2025-04-24,,Active,,32,9800000,20.0,9.8,3.2,Meets Expectations
EMP-0289,Marketing,Jakarta,Staff,Permanent,Job Portal,S1,28,2025-10-14,,Active,,27,13100000,1,9.4,4.1,Exceeds Expectations
EMP-0290,Marketing,Bogor,Staff,Permanent,Campus Hiring,SMA/SMK,29,2025-07-02,,Active,,27,13200000,10.0,10.3,3.3,Meets Expectations
EMP-0291,Customer Service,Jakarta,Manager,Permanent,Campus Hiring,S1,31,2025-05-02,,Active,,37,13500000,15.7,11.0,3.5,Meets Expectations
EMP-0292,Customer Service,Bogor,Staff,Permanent,Referral,S1,30,2024-12-27,,Active,,19,5800000,15.2,9.2,3.4000000000000004,Exceeds Expectations
EMP-0293,Marketing,Bogor,Senior Staff,Permanent,Agency,S1,28,2025-09-10,,Active,,26,11500000,18.2,16.0,3.7,Meets Expectations
EMP-0294,Marketing,Bandung,Manager,Contract,LinkedIn,S1,29,2025-03-19,,Active,,17,14300000,18.7,5.9,4.5,Meets Expectations
EMP-0295,IT & Data,Jakarta,Manager,Permanent,Campus Hiring,S2,32,2025-01-21,,Active,,28,21100000,18.9,12.6,3.9,Meets Expectations
EMP-0296,IT & Data,Jakarta,Senior Staff,Permanent,Internal Mobility,S1,29,2024-02-29,,Active,,13,11500000,11.9,5.3,3.3000000000000003,Meets Expectations
EMP-0297,Sales,Jakarta,Senior Staff,Permanent,Job Portal,S1,34,2024-01-10,,Active,,32,8600000,4.2,19.9,3.8000000000000003,Needs Improvement
EMP-0298,Customer Service,Bogor,Supervisor,Contract,Internal Mobility,S1,29,2025-07-10,,Active,,13,10800000,6.7,17.6,4.2,Meets Expectations
EMP-0299,Operations,Bandung,Staff,Permanent,Internal Mobility,SMA/SMK,33,2025-02-27,,Active,,5,6000000,7.2,25.9,3.9,Meets Expectations
EMP-0300,Human Resources,Surabaya,Senior Staff,Permanent,Internal Mobility,S1,28,2025-11-12,,Active,,12,11700000,1,12.6,3.0,Meets Expectations
EMP-0301,Marketing,Surabaya,Staff,Permanent,Campus Hiring,S1,33,2025-03-25,2025-09-03,Exited,Compensation,25,9100000,7.4,20.2,2.8000000000000003,Needs Improvement
EMP-0302,IT & Data,Bandung,Staff,Permanent,Internal Mobility,D3,33,2024-07-02,,Active,,18,16600000,17.3,0,3.5,Meets Expectations
EMP-0303,Finance,Bandung,Supervisor,Permanent,Referral,S1,30,2024-09-22,,Active,,12,17300000,10.3,20.4,4.1,Meets Expectations
EMP-0304,Marketing,Jakarta,Staff,Permanent,Agency,D3,31,2024-06-20,,Active,,19,7400000,21.0,7.5,3.3,Meets Expectations
EMP-0305,Sales,Surabaya,Staff,Permanent,LinkedIn,D3,34,2024-04-27,2025-10-14,Exited,Career Growth,32,11200000,17.2,21.7,2.8000000000000003,Exceeds Expectations
EMP-0306,Customer Service,Jakarta,Senior Staff,Permanent,Internal Mobility,S1,27,2024-04-24,,Active,,17,9200000,10.0,23.0,3.2,Meets Expectations
EMP-0307,Sales,Jakarta,Staff,Permanent,Referral,S1,23,2025-02-26,,Active,,9,9500000,15.5,18.4,4.0,Meets Expectations
EMP-0308,Operations,Jakarta,Staff,Permanent,LinkedIn,S2,28,2025-06-23,,Active,,22,8600000,8.5,20.2,3.5,Exceeds Expectations
EMP-0309,Operations,Jakarta,Staff,Contract,Job Portal,S1,33,2025-05-23,,Active,,28,5000000,18.7,7.4,3.0,Meets Expectations
EMP-0310,Sales,Jakarta,Senior Staff,Contract,Job Portal,D3,29,2024-04-23,,Active,,29,13400000,15.5,10.8,4.2,Exceeds Expectations
EMP-0311,Customer Service,Bandung,Senior Staff,Permanent,Campus Hiring,S2,27,2025-04-23,,Active,,28,10000000,20.3,7.0,3.3,Meets Expectations
EMP-0312,Sales,Jakarta,Staff,Contract,Internal Mobility,D3,33,2024-08-22,,Active,,14,10900000,16.0,19.0,3.5000000000000004,Meets Expectations
EMP-0313,Operations,Bandung,Staff,Permanent,Job Portal,S1,33,2025-01-31,,Active,,24,7900000,20.6,6.4,3.1,Exceeds Expectations
EMP-0314,Customer Service,Jakarta,Staff,Permanent,Internal Mobility,S1,25,2024-12-04,,Active,,5,6100000,30.6,17.4,3.9000000000000004,Meets Expectations
EMP-0315,Sales,Jakarta,Manager,Permanent,Job Portal,S2,32,2025-01-02,,Active,,28,18500000,10.1,15.1,4.0,Exceeds Expectations
EMP-0316,Marketing,Jakarta,Senior Staff,Permanent,LinkedIn,S1,30,2024-01-21,,Active,,20,9000000,7.7,9.3,4.3,Meets Expectations
EMP-0317,Finance,Surabaya,Staff,Contract,Internal Mobility,S1,32,2025-08-04,,Active,,11,12400000,14.7,10.4,3.6,Meets Expectations
EMP-0318,Operations,Bogor,Staff,Permanent,Campus Hiring,SMA/SMK,29,2025-08-26,,Active,,25,6400000,8.8,13.1,3.0,Meets Expectations
EMP-0319,Customer Service,Jakarta,Staff,Permanent,Referral,S1,32,2025-07-05,,Active,,16,5700000,10.3,14.7,5,Meets Expectations
EMP-0320,Sales,Bandung,Staff,Permanent,Job Portal,S1,31,2025-08-12,,Active,,27,5600000,6.6,12.5,4.0,Meets Expectations
EMP-0321,IT & Data,Jakarta,Staff,Contract,Campus Hiring,S1,33,2024-03-04,,Active,,26,14400000,11.8,10.7,3.1,Meets Expectations
EMP-0322,Customer Service,Bandung,Staff,Permanent,Job Portal,S1,27,2024-04-16,,Active,,22,8300000,23.9,25.5,3.3000000000000003,Meets Expectations
EMP-0323,Operations,Bandung,Staff,Permanent,LinkedIn,S2,26,2025-05-06,,Active,,26,5100000,10.2,14.0,4.2,Exceeds Expectations
EMP-0324,Sales,Jakarta,Manager,Permanent,Referral,SMA/SMK,30,2025-10-20,,Active,,11,12000000,19.3,13.7,3.7,Meets Expectations
EMP-0325,Operations,Surabaya,Supervisor,Permanent,Internal Mobility,S1,27,2025-06-30,,Active,,5,8600000,11.6,8.4,4.3,Exceeds Expectations
EMP-0326,Human Resources,Jakarta,Senior Staff,Contract,Job Portal,S1,32,2024-08-30,,Active,,26,12200000,16.5,15.0,5,Exceeds Expectations
EMP-0327,Customer Service,Jakarta,Staff,Contract,Referral,S1,33,2025-01-13,,Active,,19,6000000,20.1,10.4,2.9000000000000004,Exceeds Expectations
EMP-0328,Human Resources,Jakarta,Staff,Contract,LinkedIn,S1,29,2025-01-23,,Active,,25,10400000,25.7,2.1,2.5,Needs Improvement
EMP-0329,Finance,Bandung,Senior Staff,Permanent,Internal Mobility,S1,28,2025-11-12,,Active,,8,12400000,7.3,0,4.9,Meets Expectations
EMP-0330,Operations,Jakarta,Staff,Permanent,LinkedIn,S1,31,2024-10-15,,Active,,28,6500000,23.0,14.5,3.7,Exceeds Expectations
EMP-0331,Customer Service,Jakarta,Staff,Contract,Internal Mobility,D3,29,2025-07-11,,Active,,13,7600000,31.2,6.0,3.9000000000000004,Meets Expectations
EMP-0332,Sales,Bandung,Senior Staff,Permanent,LinkedIn,S2,27,2025-09-29,2025-11-19,Exited,Career Growth,20,11500000,22.9,16.9,3.4,Exceeds Expectations
EMP-0333,Marketing,Surabaya,Senior Staff,Permanent,Job Portal,S1,27,2025-03-14,,Active,,27,15500000,3.1,20.6,3.6,Meets Expectations
EMP-0334,Operations,Surabaya,Staff,Permanent,Campus Hiring,S1,38,2024-03-31,,Active,,29,8100000,10.4,10.4,2.7,Exceeds Expectations
EMP-0335,Marketing,Jakarta,Senior Staff,Contract,Job Portal,S1,30,2025-08-20,,Active,,26,11700000,12.4,27.3,4.1,Needs Improvement
EMP-0336,Customer Service,Bogor,Staff,Contract,Campus Hiring,S1,26,2024-09-15,,Active,,25,6800000,12.1,5.6,2.9,Exceeds Expectations
EMP-0337,Finance,Jakarta,Senior Staff,Permanent,Referral,S1,25,2024-05-02,,Active,,17,8300000,14.1,9.7,3.7,Meets Expectations
EMP-0338,Sales,Bogor,Staff,Permanent,Agency,D3,32,2025-10-16,,Active,,27,8700000,5.8,13.1,3.7,Meets Expectations
EMP-0339,IT & Data,Surabaya,Supervisor,Permanent,Job Portal,S1,33,2025-10-19,,Active,,36,15700000,2.3,16.3,3.6,Exceeds Expectations
EMP-0340,Operations,Jakarta,Staff,Permanent,LinkedIn,S1,26,2025-12-13,,Active,,22,7400000,7.7,0,4.1,Exceeds Expectations
EMP-0341,Human Resources,Bogor,Senior Staff,Permanent,Job Portal,S1,31,2024-12-04,,Active,,27,11600000,2.3,7.9,2.8,Meets Expectations
EMP-0342,Sales,Bogor,Staff,Permanent,Agency,S1,25,2024-12-07,,Active,,26,9600000,11.1,4.2,2.9,Exceeds Expectations
EMP-0343,Sales,Surabaya,Supervisor,Contract,Job Portal,S1,37,2024-11-18,,Active,,22,10400000,1,5.8,3.1,Meets Expectations
EMP-0344,Operations,Jakarta,Supervisor,Permanent,Job Portal,S2,32,2024-08-16,,Active,,24,7800000,11.9,15.6,3.9,Exceeds Expectations
EMP-0345,Finance,Bandung,Staff,Permanent,Job Portal,S1,33,2025-10-01,,Active,,21,6700000,14.8,18.6,3.1,Meets Expectations
EMP-0346,Marketing,Bandung,Staff,Contract,LinkedIn,S1,24,2025-07-02,,Active,,20,13000000,14.5,6.0,4.2,Meets Expectations
